,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank,bsmt_num,fireplace,exter_num,baths,yr_remod_or_built,garage_space,sqft_above,overall_qual_gr_liv_area,1st_flr_and_total_bsmt_sqft,1st_flr_gr_liv_area_total_bsmt_sqft,deck_or_porch,condition_rank,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM
1612,1337,0,0,None,2,TwnhsE,3,Gd,1.0,0.0,4,1018.0,319.0,0.0,GLQ,Unf,Y,2,2,SBrkr,154,3,4,HdBoard,HdBoard,None,3,1,PConc,2,7,462.0,2.0,3,RFn,3,Attchd,1989.0,1337,0,GasA,4,1Story,1010,1,4,HLS,Mod,5950,Inside,65.0,IR1,0,120,0.0,None,None,0,4,StoneBr,73,5,8,527183060,Y,0,1,CompShg,Gable,WD ,188500,0,Pave,5,1337.0,AllPub,0,1989,1989,2008,28,12,3,12,3.0,3956121,924.0,1787569,10696,1787569.0,2389979753.0,0,4,0,0,0,0,1,0
1613,1125,592,0,None,2,1Fam,3,Mn,0.0,0.0,4,299.0,602.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,1,CBlock,1,7,410.0,1.0,3,Unf,3,Attchd,1940.0,1717,1,GasA,3,1.5Fin,2861,1,3,HLS,Mod,12400,Inside,80.0,Reg,0,50,0.0,None,None,0,2,Crawfor,0,6,5,909276070,Y,0,1,CompShg,Gable,WD ,194000,113,Pave,7,901.0,AllPub,0,1940,1950,2006,20,12,4,9,1.5,3783000,410.0,1931625,8585,1013625.0,1740394125.0,0,4,0,0,0,0,1,0
1614,1104,0,0,None,3,1Fam,3,No,1.0,0.0,3,330.0,774.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,384.0,1.0,3,RFn,3,Attchd,1956.0,1104,0,GasA,4,1Story,1245,1,3,Lvl,Gtl,10425,Inside,75.0,Reg,0,20,0.0,None,None,0,4,NAmes,0,5,5,535180120,Y,0,1,CompShg,Gable,WD ,133000,0,Pave,5,1104.0,AllPub,0,1956,1958,2008,12,9,0,9,2.0,3829848,384.0,1218816,5520,1218816.0,1345572864.0,0,4,0,0,0,0,1,0
1615,907,0,0,None,3,1Fam,3,Av,0.0,0.0,4,282.0,625.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,0,0,BrkTil,1,7,343.0,1.0,3,Unf,3,Attchd,1978.0,907,0,GasA,3,1Story,854,1,3,Lvl,Gtl,16269,CulDSac,68.0,IR1,0,20,76.0,BrkFace,None,0,7,CollgCr,0,5,5,907201220,Y,0,1,CompShg,Gable,WD ,140000,0,Pave,5,907.0,AllPub,72,1978,1978,2009,19,12,0,9,1.0,3912484,343.0,822649,4535,822649.0,746142643.0,0,4,0,0,0,0,1,0
1616,782,870,0,None,3,1Fam,3,Mn,0.0,0.0,4,255.0,527.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,532.0,2.0,3,RFn,3,Attchd,2000.0,1652,1,GasA,5,2Story,1437,1,4,Lvl,Gtl,8998,Inside,68.0,IR1,0,60,120.0,BrkFace,None,0,6,CollgCr,70,5,7,907181120,Y,0,1,CompShg,Gable,WD ,207500,0,Pave,6,782.0,AllPub,0,2000,2000,2008,19,12,0,12,2.5,4000000,1064.0,1291864,11564,611524.0,1010237648.0,0,4,0,0,0,0,1,0
1617,1271,1369,0,None,5,1Fam,3,No,0.0,0.0,3,932.0,0.0,0.0,Unf,Unf,Y,3,2,SBrkr,0,3,3,MetalSd,MetalSd,None,3,1,PConc,2,7,515.0,2.0,3,RFn,3,Attchd,1967.0,2640,1,GasA,4,2Story,586,1,4,Lvl,Gtl,10400,Inside,80.0,Reg,0,60,256.0,BrkFace,None,0,5,NWAmes,120,7,6,534128190,Y,0,1,CompShg,Gable,WD ,256900,168,Pave,8,932.0,AllPub,0,1967,1997,2009,17,9,3,9,2.5,3928099,1030.0,3355440,15840,1184572.0,3127270080.0,0,6,0,0,0,0,1,0
1618,735,299,0,None,2,1Fam,3,No,0.0,0.0,3,735.0,0.0,0.0,Unf,Unf,Y,2,2,FuseA,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,240.0,1.0,3,Unf,3,Detchd,1940.0,1034,0,GasA,4,1.5Fin,1947,1,3,Lvl,Gtl,10134,Inside,60.0,Reg,0,50,0.0,None,None,0,7,OldTown,39,6,5,535375130,Y,0,1,CompShg,Gable,WD ,109000,0,Pave,5,735.0,AllPub,0,1940,1950,2007,4,9,0,9,1.0,3783000,240.0,759990,5170,540225.0,558592650.0,0,4,0,0,0,0,1,0
1619,1513,0,0,None,4,Duplex,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,Slab,2,7,400.0,2.0,3,Unf,3,Attchd,1979.0,1513,0,GasA,3,1Story,815,2,3,Bnk,Gtl,7007,Inside,64.0,Reg,0,90,0.0,None,None,0,6,SawyerW,0,5,5,906226140,Y,0,1,CompShg,Gable,WD ,113722,0,Pave,8,0.0,AllPub,0,1979,1979,2009,14,0,0,9,2.0,3916441,800.0,2289169,7565,0.0,0.0,0,4,0,0,0,0,1,0
1620,1498,0,0,None,3,1Fam,3,Gd,0.0,0.0,5,1474.0,24.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,844.0,3.0,3,Fin,3,Attchd,2005.0,1498,0,GasA,5,1Story,831,1,4,Lvl,Gtl,11645,Inside,78.0,Reg,0,20,76.0,Stone,None,0,3,CollgCr,98,5,8,906392110,Y,0,1,CompShg,Gable,WD ,237000,0,Pave,7,1498.0,AllPub,144,2005,2006,2009,19,15,4,12,2.0,4022030,2532.0,2244004,11984,2244004.0,3361517992.0,0,4,0,0,0,0,1,0
1621,1053,0,0,None,3,1Fam,3,No,1.0,0.0,3,765.0,288.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,692.0,2.0,3,RFn,3,2Types,1994.0,1053,0,GasA,4,1Story,1919,1,4,Lvl,Gtl,8250,Corner,60.0,Reg,0,20,0.0,None,None,0,7,NAmes,0,7,5,535151110,Y,0,1,CompShg,Gable,WD ,142100,109,Pave,6,1053.0,AllPub,240,1963,1963,2007,12,9,0,9,2.0,3853369,1384.0,1108809,5265,1108809.0,1167575877.0,0,4,0,0,0,0,1,0
1622,1293,0,0,None,2,1Fam,3,No,1.0,0.0,3,171.0,468.0,539.0,BLQ,Rec,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,2,7,452.0,2.0,3,RFn,3,Attchd,1954.0,1293,0,GasA,4,1Story,2306,1,3,Lvl,Gtl,11027,Inside,68.0,IR1,0,20,28.0,Stone,None,0,5,NAmes,0,5,6,526302030,Y,0,1,CompShg,Hip,WD ,149900,0,Pave,5,1178.0,AllPub,280,1954,1954,2006,12,9,0,9,3.0,3818116,904.0,1671849,7758,1523154.0,1969438122.0,0,4,0,0,0,0,1,0
1623,2020,0,0,None,3,1Fam,3,Av,1.0,0.0,5,788.0,1232.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,1,PConc,2,7,896.0,3.0,3,RFn,3,Attchd,2008.0,2020,0,GasA,5,1Story,430,1,5,Lvl,Gtl,12350,Inside,95.0,Reg,0,20,450.0,Stone,None,0,5,NridgHt,98,5,9,528108130,Y,0,1,CompShg,Hip,WD ,404000,0,Pave,7,2020.0,AllPub,192,2008,2008,2009,27,15,4,15,3.0,4032064,2688.0,4080400,18180,4080400.0,8242408000.0,0,4,0,0,0,0,1,0
1624,1900,548,0,None,3,1Fam,3,Gd,1.0,0.0,3,802.0,636.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,None,4,2,CBlock,3,7,441.0,2.0,3,RFn,3,Attchd,1962.0,2448,0,GasA,3,2Story,2618,1,3,HLS,Gtl,18275,Inside,68.0,IR1,0,60,0.0,None,None,0,9,NAmes,102,8,7,535425080,Y,0,1,CompShg,Gable,WD ,277500,0,Pave,9,1438.0,AllPub,520,1962,1998,2006,12,9,8,9,4.0,3920076,882.0,4651200,17136,2732200.0,6688425600.0,0,4,0,0,0,0,1,0
1625,977,755,0,None,3,1Fam,3,No,0.0,0.0,4,741.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,None,3,1,CBlock,2,7,476.0,2.0,3,Fin,3,Attchd,1985.0,1732,1,GasA,3,2Story,245,1,4,Lvl,Gtl,9206,Inside,77.0,Reg,0,60,336.0,BrkFace,None,0,6,SawyerW,46,5,6,906201030,Y,0,1,CompShg,Gable,WD ,178000,0,Pave,7,741.0,AllPub,192,1985,1985,2010,14,12,3,12,2.5,3940225,952.0,1692164,10392,723957.0,1253893524.0,0,4,0,0,0,0,1,0
1626,1324,0,0,None,2,TwnhsE,3,No,1.0,0.0,4,461.0,863.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,4,1,PConc,2,7,550.0,2.0,3,Fin,3,Attchd,2006.0,1324,0,GasA,5,1Story,462,1,4,Lvl,Gtl,6240,Inside,48.0,Reg,0,120,176.0,BrkFace,None,0,12,NridgHt,38,5,8,528186180,Y,0,1,CompShg,Hip,WD ,254000,0,Pave,6,1324.0,AllPub,192,2006,2006,2009,27,12,4,12,3.0,4024036,1100.0,1752976,10592,1752976.0,2320940224.0,0,4,0,0,0,0,1,0
1627,832,0,0,None,2,1Fam,2,No,0.0,0.0,2,678.0,0.0,0.0,Unf,Unf,N,2,2,SBrkr,0,2,3,AsbShng,AsbShng,None,4,1,BrkTil,1,7,780.0,2.0,2,Unf,2,Detchd,1928.0,832,0,GasA,3,1Story,182,1,3,Lvl,Gtl,9656,Inside,68.0,Reg,0,30,0.0,None,None,0,6,OldTown,0,2,2,902207130,N,0,1,CompShg,Gable,WD ,12789,0,Pave,5,678.0,AllPub,0,1923,1970,2010,4,4,4,6,1.0,3788310,1560.0,692224,1664,564096.0,469327872.0,0,4,0,0,0,0,0,1
1628,1253,0,0,None,3,1Fam,4,No,0.0,0.0,4,1237.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,PConc,2,7,402.0,2.0,3,Fin,3,Attchd,1995.0,1253,0,GasA,4,1Story,1625,1,3,Lvl,Gtl,7875,Inside,63.0,Reg,0,20,38.0,BrkFace,None,0,6,Gilbert,21,5,7,527162090,Y,0,1,CompShg,Gable,WD ,176000,0,Pave,6,1237.0,AllPub,220,1995,1996,2007,16,16,3,9,2.0,3982020,804.0,1570009,8771,1549961.0,1942101133.0,0,4,0,0,0,0,1,0
1629,1249,1347,0,None,4,1Fam,4,Av,0.0,0.0,5,1249.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,0,0,PConc,3,7,840.0,3.0,3,RFn,3,Attchd,2006.0,2596,1,GasA,5,2Story,2381,1,4,Lvl,Gtl,16259,Corner,111.0,Reg,0,60,370.0,Stone,None,0,9,NridgHt,154,5,9,528106010,Y,0,1,CompShg,Gable,New,342643,0,Pave,9,1249.0,AllPub,240,2006,2006,2006,27,20,0,9,3.5,4024036,2520.0,3242404,23364,1560001.0,4049762596.0,0,4,0,0,0,0,1,0
1630,902,0,0,None,3,1Fam,3,No,0.0,0.0,3,277.0,599.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,Wd Sdng,MnPrv,0,0,CBlock,1,7,288.0,1.0,3,Unf,3,Attchd,1967.0,902,0,GasA,3,1Story,1827,1,3,Lvl,Gtl,6173,Inside,68.0,IR1,0,20,75.0,BrkFace,None,0,8,Sawyer,0,6,5,532378240,Y,0,1,CompShg,Gable,WD ,125500,0,Pave,6,876.0,AllPub,0,1967,1967,2007,9,9,0,9,1.0,3869089,288.0,813604,4510,790152.0,712717104.0,0,4,0,0,0,0,1,0
1631,1495,0,0,None,3,1Fam,3,No,0.0,0.0,4,1495.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,192,3,3,Wd Sdng,Wd Sdng,None,3,1,CBlock,2,7,438.0,2.0,3,Unf,3,Attchd,1989.0,1495,0,GasA,5,1Story,1580,1,3,Lvl,Gtl,12890,Inside,75.0,IR1,0,20,128.0,BrkFace,None,0,7,Timber,0,5,6,916402015,Y,0,1,CompShg,Gable,WD ,150000,0,Pave,8,1495.0,AllPub,252,1989,1989,2008,23,12,3,9,2.0,3956121,876.0,2235025,8970,2235025.0,3341362375.0,0,4,0,0,0,0,1,0
1632,1584,0,0,None,2,1Fam,3,Mn,0.0,0.0,4,1574.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,5,CemntBd,CmentBd,None,4,1,PConc,2,7,594.0,2.0,3,Fin,3,Attchd,2007.0,1584,0,GasA,5,1Story,1803,1,5,Lvl,Gtl,10440,Corner,84.0,Reg,0,20,0.0,None,None,0,5,Somerst,256,5,8,528480180,Y,0,1,CompShg,Gable,New,261329,0,Pave,6,1574.0,AllPub,0,2007,2007,2007,22,12,4,15,2.0,4028049,1188.0,2509056,12672,2493216.0,3949254144.0,0,4,0,1,0,0,0,0
1633,1080,0,0,None,3,1Fam,3,No,1.0,0.0,4,400.0,680.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,None,0,0,PConc,1,7,0.0,0.0,0,None,0,None,0.0,1080,0,GasA,5,1Story,1132,1,4,Lvl,Gtl,7500,Inside,63.0,Reg,0,20,120.0,BrkFace,None,0,4,SawyerW,0,5,7,531363060,Y,0,1,CompShg,Gable,WD ,141000,0,Pave,6,1080.0,AllPub,0,2004,2005,2008,14,12,0,9,2.0,4018020,0.0,1166400,7560,1166400.0,1259712000.0,0,4,0,0,0,0,1,0
1634,1647,0,0,None,3,1Fam,3,No,1.0,0.0,3,156.0,595.0,354.0,BLQ,Rec,Y,2,2,SBrkr,0,3,3,VinylSd,VinylSd,GdPrv,2,1,CBlock,1,6,280.0,1.0,3,Fin,3,Attchd,1953.0,1647,0,GasA,4,1Story,1941,1,3,Lvl,Gtl,9532,Inside,75.0,Reg,0,20,0.0,None,None,0,2,NAmes,0,6,4,535353050,Y,368,3,CompShg,Gable,WD ,153000,0,Pave,6,1105.0,AllPub,225,1953,1953,2007,12,9,2,9,2.0,3814209,280.0,2712609,6588,1819935.0,2997432945.0,0,4,0,0,0,0,1,0
1635,1258,0,0,None,2,TwnhsE,3,Av,0.0,0.0,5,1258.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,WdShing,Wd Shng,None,4,1,PConc,2,7,648.0,3.0,3,Fin,3,Attchd,2007.0,1258,0,GasA,5,1Story,1742,1,4,Lvl,Gtl,3922,Inside,53.0,Reg,0,120,72.0,BrkFace,None,0,6,Blmngtn,16,5,7,528228270,Y,0,1,CompShg,Gable,New,172500,0,Pave,6,1258.0,AllPub,144,2006,2007,2007,18,15,4,12,2.0,4026042,1944.0,1582564,8806,1582564.0,1990865512.0,0,4,0,0,0,0,1,0
1636,698,698,0,None,3,1Fam,3,No,0.0,0.0,3,698.0,0.0,0.0,Unf,Unf,Y,1,2,FuseA,0,3,3,Wd Sdng,Wd Sdng,None,0,0,BrkTil,1,7,384.0,1.0,3,Unf,3,Detchd,2003.0,1396,0,GasA,5,2Story,2026,1,3,Lvl,Gtl,8730,Inside,60.0,Reg,0,70,0.0,None,None,0,7,BrkSide,0,7,6,903425280,Y,0,1,CompShg,Gable,WD ,153575,259,Pave,7,698.0,AllPub,0,1915,2003,2007,5,9,0,9,1.0,3835745,384.0,974408,8376,487204.0,680136784.0,0,2,0,0,0,0,1,0
1637,1001,0,86,None,2,1Fam,3,No,0.0,0.0,3,100.0,737.0,0.0,ALQ,Unf,Y,2,2,SBrkr,42,3,4,MetalSd,MetalSd,None,0,0,BrkTil,1,7,216.0,1.0,1,Unf,3,Detchd,1930.0,1001,0,GasA,5,1Story,2245,1,4,Lvl,Gtl,6060,Inside,60.0,Reg,0,30,0.0,None,None,0,11,IDOTRR,0,9,5,911128020,N,0,1,CompShg,Hip,WD ,124900,0,Pave,5,837.0,AllPub,154,1930,2007,2007,2,9,0,12,1.0,3873510,216.0,1002001,5005,837837.0,838674837.0,0,4,1,0,0,0,0,0
1638,2121,0,0,None,3,1Fam,3,Gd,0.0,0.0,5,2121.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,5,CemntBd,CmentBd,None,5,1,PConc,2,7,732.0,3.0,3,Fin,3,Attchd,2007.0,2121,1,GasA,5,1Story,1691,1,5,Lvl,Gtl,14450,Inside,107.0,Reg,0,20,315.0,BrkFace,None,0,5,NridgHt,98,5,9,528106040,Y,0,1,CompShg,Gable,New,415298,142,Pave,8,2121.0,AllPub,124,2006,2007,2007,27,15,5,15,2.5,4026042,2196.0,4498641,19089,4498641.0,9541617561.0,0,4,0,0,0,0,1,0
1639,1044,0,0,None,3,1Fam,3,No,0.0,0.0,3,972.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,176,3,2,MetalSd,MetalSd,None,0,0,BrkTil,1,7,207.0,1.0,3,Unf,2,Detchd,1920.0,1480,0,GasA,5,1.5Fin,725,1,3,Lvl,Gtl,5400,Inside,60.0,Reg,436,50,0.0,None,None,0,9,OldTown,0,6,6,902405120,Y,0,1,CompShg,Gable,ConLI,119000,0,Pave,6,972.0,AllPub,0,1920,1950,2009,4,9,0,6,1.0,3744000,207.0,1545120,8880,1014768.0,1501856640.0,0,4,0,0,0,0,0,1
1640,1588,0,0,None,3,1Fam,4,Av,0.0,0.0,4,1588.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,825.0,3.0,3,RFn,3,Attchd,2006.0,1588,0,GasA,5,1Story,1787,1,4,Lvl,Gtl,10000,Inside,85.0,Reg,0,20,410.0,Stone,None,0,12,Somerst,45,5,8,528435070,Y,0,1,CompShg,Hip,WD ,227000,0,Pave,7,1588.0,AllPub,144,2006,2006,2007,22,16,4,12,2.0,4024036,2475.0,2521744,12704,2521744.0,4004529472.0,0,4,0,0,0,0,1,0
1641,1053,0,0,None,3,1Fam,3,No,1.0,0.0,3,247.0,806.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,MnPrv,0,0,CBlock,1,7,312.0,1.0,3,RFn,3,Attchd,1959.0,1053,1,GasA,5,1Story,1216,1,4,Lvl,Gtl,10007,Inside,72.0,IR1,0,20,54.0,BrkFace,None,0,8,NAmes,0,7,5,534426040,Y,0,1,CompShg,Gable,WD ,145500,0,Pave,5,1053.0,AllPub,0,1959,2006,2008,12,9,0,12,2.5,3929754,312.0,1108809,5265,1108809.0,1167575877.0,0,4,0,0,0,0,1,0
1642,492,0,0,None,1,1Fam,3,No,1.0,0.0,2,76.0,416.0,0.0,LwQ,Unf,Y,2,2,SBrkr,78,3,3,AsbShng,AsbShng,None,0,0,BrkTil,1,7,200.0,1.0,3,Unf,2,Detchd,1921.0,492,0,GasA,3,1Story,2654,1,3,Lvl,Gtl,7830,Inside,52.0,Reg,0,30,0.0,None,None,0,6,OldTown,0,5,3,902206020,N,0,1,CompShg,Gable,WD ,61500,0,Pave,3,492.0,AllPub,0,1921,1950,2006,4,6,0,9,2.0,3745950,200.0,242064,1476,242064.0,119095488.0,0,4,0,0,0,0,0,1
1643,1851,0,0,None,3,1Fam,3,Mn,0.0,0.0,3,1851.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,4,3,HdBoard,HdBoard,None,3,1,CBlock,2,7,506.0,2.0,3,Fin,3,Attchd,1969.0,1851,0,GasA,4,1Story,2310,1,3,Lvl,Gtl,11727,Corner,90.0,Reg,0,20,434.0,BrkFace,None,0,3,NAmes,146,6,7,526354020,Y,0,1,CompShg,Gable,WD ,192100,0,Pave,8,1851.0,AllPub,0,1969,1969,2006,12,9,3,12,2.0,3876961,1012.0,3426201,12957,3426201.0,6341898051.0,0,4,0,0,0,0,1,0
1644,754,649,0,Grvl,3,2fmCon,3,No,1.0,0.0,3,160.0,276.0,262.0,Rec,ALQ,Y,1,2,FuseF,288,4,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,308.0,1.0,3,Unf,3,Detchd,1915.0,1403,1,GasA,5,2Story,761,1,3,Bnk,Gtl,10320,Inside,60.0,Reg,0,190,0.0,None,None,0,2,IDOTRR,0,7,6,903484110,Y,0,1,CompShg,Gable,WD ,116000,0,Pave,7,698.0,AllPub,0,1915,1965,2009,2,9,0,12,2.5,3762975,308.0,1057862,8418,526292.0,738387676.0,0,2,0,0,0,0,0,1
1645,1138,0,0,None,3,1Fam,3,Av,0.0,1.0,3,81.0,507.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,MnWw,0,0,CBlock,1,7,264.0,1.0,3,RFn,3,Attchd,1958.0,1138,0,GasA,5,SLvl,1884,1,3,Lvl,Gtl,10482,Inside,65.0,Reg,0,80,63.0,BrkFace,None,0,6,NAmes,0,8,6,534276070,Y,0,1,CompShg,Hip,WD ,145000,0,Pave,6,588.0,AllPub,224,1958,1958,2007,12,9,0,12,1.5,3833764,264.0,1295044,6828,669144.0,761485872.0,0,4,0,0,0,0,1,0
1646,2452,0,0,None,3,1Fam,3,No,2.0,0.0,5,480.0,1972.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,MnPrv,4,1,PConc,2,7,886.0,3.0,3,Fin,3,Attchd,2003.0,2452,0,GasA,5,1Story,449,1,5,Lvl,Gtl,15274,Corner,110.0,IR1,0,20,724.0,BrkFace,None,0,7,NridgHt,116,5,9,528166090,Y,0,1,CompShg,Hip,WD ,445000,0,Pave,10,2452.0,AllPub,0,2003,2003,2009,27,15,4,12,4.0,4012009,2658.0,6012304,22068,6012304.0,14742169408.0,0,4,0,0,0,0,1,0
1647,1040,0,0,None,3,1Fam,3,Mn,0.0,0.0,4,364.0,532.0,144.0,LwQ,Rec,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,2,7,484.0,2.0,3,Unf,3,Detchd,1977.0,1040,0,GasA,3,1Story,856,1,4,Lvl,Gtl,8800,Inside,61.0,IR1,0,20,0.0,None,None,0,9,CollgCr,0,7,5,907202050,Y,0,1,CompShg,Gable,WD ,150500,288,Pave,5,1040.0,AllPub,0,1977,2008,2009,19,12,0,9,2.0,3969816,968.0,1081600,5200,1081600.0,1124864000.0,0,4,0,0,0,0,1,0
1648,763,892,0,None,3,1Fam,3,No,0.0,0.0,4,763.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,PConc,2,7,440.0,2.0,3,Fin,3,Attchd,1993.0,1655,1,GasA,4,2Story,11,1,3,Lvl,Gtl,10000,Corner,75.0,IR1,0,60,0.0,None,None,0,4,Gilbert,84,5,6,527163010,Y,0,1,CompShg,Gable,WD ,175900,0,Pave,7,763.0,AllPub,157,1993,1994,2010,16,12,3,9,2.5,3974042,880.0,1262765,9930,582169.0,963489695.0,0,4,0,0,0,0,1,0
1649,1116,0,0,None,3,1Fam,3,No,1.0,0.0,3,228.0,888.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,GdWo,3,1,CBlock,2,7,528.0,2.0,3,RFn,3,Attchd,1974.0,1116,0,GasA,5,1Story,389,1,3,Lvl,Gtl,10140,Inside,78.0,Reg,0,20,196.0,BrkFace,None,0,4,NWAmes,0,6,6,527375180,Y,0,1,CompShg,Hip,WD ,167900,0,Pave,6,1116.0,AllPub,0,1974,1974,2009,17,9,3,9,3.0,3896676,1056.0,1245456,6696,1245456.0,1389928896.0,0,4,0,0,0,0,1,0
1650,879,984,0,None,4,1Fam,3,Av,0.0,0.0,4,879.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,660.0,3.0,3,Fin,3,BuiltIn,2006.0,1863,1,GasA,5,2Story,2415,1,4,Lvl,Gtl,14054,Inside,58.0,IR1,0,60,0.0,None,None,0,11,Gilbert,17,5,7,528218140,Y,0,1,CompShg,Gable,New,219210,0,Pave,9,879.0,AllPub,100,2006,2006,2006,16,12,4,12,2.5,4024036,1980.0,1637577,13041,772641.0,1439430183.0,0,4,0,0,0,0,1,0
1651,1055,790,0,None,3,1Fam,3,No,0.0,0.0,4,1055.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,Wd Sdng,Wd Sdng,GdPrv,3,1,PConc,2,7,462.0,2.0,3,RFn,3,Attchd,1992.0,1845,1,GasA,5,2Story,77,1,4,Lvl,Gtl,11218,Inside,70.0,Reg,0,60,0.0,None,Shed,400,5,SawyerW,104,5,6,531451280,Y,0,1,CompShg,Gable,WD ,189000,0,Pave,8,1055.0,AllPub,635,1992,1992,2010,14,12,3,12,2.5,3968064,924.0,1946475,11070,1113025.0,2053531125.0,0,4,0,0,0,0,1,0
1652,1176,0,0,None,3,1Fam,3,No,1.0,0.0,3,503.0,621.0,52.0,ALQ,LwQ,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,2,CBlock,1,7,292.0,1.0,3,RFn,3,Attchd,1957.0,1176,0,GasA,3,1Story,1238,1,3,Lvl,Gtl,8856,Inside,74.0,Reg,0,20,143.0,BrkFace,None,0,5,NAmes,88,4,5,535152200,Y,0,1,CompShg,Gable,WD ,136500,95,Pave,6,1176.0,AllPub,0,1957,1957,2008,12,9,8,9,2.0,3829849,292.0,1382976,5880,1382976.0,1626379776.0,0,4,0,0,0,0,1,0
1653,892,0,0,None,3,1Fam,3,Mn,1.0,0.0,3,150.0,240.0,474.0,BLQ,Rec,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,416.0,1.0,3,Unf,3,Detchd,1966.0,892,0,GasA,5,1Story,223,1,4,Lvl,Gtl,7800,Inside,65.0,Reg,0,20,47.0,BrkFace,None,0,6,Sawyer,0,7,5,905105200,Y,0,1,CompShg,Hip,WD ,137900,0,Pave,5,864.0,AllPub,0,1966,2008,2010,9,9,0,9,2.0,3947728,416.0,795664,4460,770688.0,687453696.0,0,4,0,0,0,0,1,0
