,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,ms_zoning,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank
1462,1000,0,0,None,1,1Fam,3,Av,1.0,0.0,4,46.0,104.0,850.0,Rec,ALQ,Y,2,2,SBrkr,148,3,3,WdShing,Wd Shng,None,3,2,CBlock,1,7,575.0,2.0,3,Unf,3,Attchd,1993.0,1000,0,GasA,5,1Story,2727,1,3,Low,Mod,13050,Inside,87.0,Reg,0,20,RL,0.0,None,None,0,4,ClearCr,0,6,5,905202210,Y,0,1,Tar&Grv,Flat,WD ,164000,0,Pave,4,1000.0,AllPub,238,1963,1963,2006,21
1463,529,516,0,None,2,Twnhs,3,No,0.0,0.0,4,186.0,330.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,4,3,MetalSd,MetalSd,MnPrv,3,1,CBlock,1,7,462.0,2.0,3,Unf,3,Detchd,1980.0,1045,0,GasA,4,2Story,2226,1,3,Lvl,Gtl,1782,Inside,24.0,Reg,0,160,RM,0.0,None,None,0,12,Blueste,0,6,6,909451130,Y,0,1,CompShg,Gable,WD ,123900,0,Pave,5,516.0,AllPub,180,1980,1980,2007,11
1464,858,0,0,None,2,1Fam,3,Gd,1.0,0.0,3,162.0,696.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,4,3,Wd Sdng,Plywood,None,0,0,CBlock,1,7,0.0,0.0,0,None,0,None,0.0,858,0,GasA,4,1Story,130,1,3,Lvl,Gtl,7207,Inside,50.0,IR1,0,20,RL,0.0,None,None,0,2,BrkSide,0,7,5,534450180,Y,0,1,CompShg,Gable,WD ,116500,0,Pave,4,858.0,AllPub,117,1958,2008,2010,5
1465,1337,0,0,None,2,TwnhsE,3,No,1.0,0.0,4,475.0,930.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,3,1,PConc,2,7,522.0,2.0,3,Fin,3,Attchd,1997.0,1337,0,GasA,5,1Story,1675,1,4,Lvl,Gtl,10943,FR2,26.0,IR2,0,120,RH,0.0,None,None,0,10,NAmes,68,5,6,527427200,Y,0,1,CompShg,Gable,WD ,177000,0,Pave,5,1405.0,AllPub,0,1997,1998,2007,12
1466,838,477,0,Grvl,3,2fmCon,3,No,1.0,0.0,2,0.0,681.0,127.0,Rec,ALQ,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,BrkTil,2,7,436.0,2.0,3,RFn,3,Detchd,1958.0,1315,0,GasA,3,1.5Fin,2038,1,3,Lvl,Gtl,4330,Inside,52.0,Reg,0,190,RM,0.0,None,None,0,2,IDOTRR,0,6,4,903457130,Y,0,1,CompShg,Gable,COD,99500,0,Pave,5,808.0,AllPub,0,1958,1958,2007,2
1467,1326,0,0,None,3,1Fam,3,Av,0.0,0.0,4,1326.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,427.0,2.0,3,Fin,3,Attchd,2006.0,1326,0,GasA,5,1Story,2416,1,4,Lvl,Gtl,11660,Inside,102.0,IR1,0,20,RL,0.0,None,None,0,7,Gilbert,0,5,6,528221010,Y,0,1,CompShg,Gable,New,174190,0,Pave,6,1326.0,AllPub,100,2006,2006,2006,16
1468,520,600,0,Pave,2,TwnhsE,3,No,0.0,0.0,4,600.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,PConc,2,7,480.0,2.0,3,RFn,3,Detchd,2005.0,1200,1,GasA,5,2Story,2507,1,4,Lvl,Gtl,3180,Inside,30.0,Reg,80,160,FV,0.0,None,None,0,6,Somerst,166,5,7,533212100,Y,0,1,CompShg,Gable,WD ,151000,0,Pave,4,600.0,AllPub,0,2005,2005,2006,22
1469,848,0,0,None,1,TwnhsE,3,Av,1.0,0.0,4,176.0,672.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,1,7,420.0,2.0,3,Fin,3,Attchd,2003.0,848,0,GasA,5,1Story,269,1,4,Lvl,Gtl,4435,Inside,68.0,Reg,0,120,RM,170.0,BrkFace,None,0,4,CollgCr,0,5,6,907290170,Y,0,1,CompShg,Gable,WD ,143750,0,Pave,4,848.0,AllPub,140,2003,2003,2010,19
1470,796,0,0,None,2,1Fam,3,Av,0.0,1.0,4,0.0,720.0,76.0,GLQ,BLQ,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,0,0,CBlock,1,7,336.0,1.0,3,Unf,3,Detchd,1998.0,796,0,GasA,4,SFoyer,981,1,3,Lvl,Gtl,7689,Inside,50.0,IR1,0,85,RL,0.0,None,None,0,7,Mitchel,0,8,5,923230200,Y,0,1,CompShg,Gable,WD ,131900,0,Pave,4,796.0,AllPub,138,1972,1972,2009,13
1471,716,716,0,None,3,1Fam,3,No,1.0,0.0,4,185.0,531.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,Plywood,Plywood,GdPrv,4,1,PConc,1,7,531.0,2.0,3,Fin,3,Attchd,1977.0,1432,1,GasA,5,2Story,2296,1,3,Lvl,Gtl,8286,Corner,68.0,IR1,0,60,RL,0.0,None,None,0,6,Mitchel,136,7,5,923230010,Y,0,1,CompShg,Gable,WD ,157000,240,Pave,6,716.0,AllPub,0,1977,1977,2007,13
1472,672,672,0,None,3,1Fam,2,No,0.0,0.0,3,216.0,456.0,0.0,Rec,Unf,Y,2,2,FuseA,218,4,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,468.0,1.0,2,Unf,3,Detchd,1964.0,1344,0,GasA,4,2Story,940,1,3,Lvl,Gtl,10690,Inside,59.0,Reg,0,70,RM,0.0,None,None,0,7,IDOTRR,128,7,5,910202070,Y,0,1,CompShg,Hip,WD ,147000,0,Pave,6,672.0,AllPub,0,1920,1997,2009,2
1473,716,716,0,None,3,1Fam,3,No,1.0,0.0,4,291.0,425.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,432.0,2.0,3,Fin,3,Attchd,2004.0,1432,1,GasA,5,2Story,475,1,4,Lvl,Gtl,7795,Inside,71.0,IR1,0,60,RL,0.0,None,None,0,7,Gilbert,51,5,7,528235010,Y,0,1,CompShg,Gable,WD ,188500,0,Pave,6,716.0,AllPub,100,2004,2005,2009,16
1474,1364,0,0,None,2,TwnhsE,3,Av,1.0,0.0,4,705.0,659.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,484.0,2.0,3,RFn,3,Attchd,2005.0,1364,0,GasA,5,1Story,2404,1,4,Lvl,Gtl,7052,Inside,43.0,IR1,0,120,RL,240.0,Stone,None,0,6,NridgHt,36,5,7,528174080,Y,0,1,CompShg,Gable,WD ,185850,0,Pave,6,1364.0,AllPub,192,2005,2005,2006,27
1475,984,0,0,None,3,1Fam,3,No,0.0,0.0,3,430.0,554.0,0.0,Rec,Unf,Y,1,2,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,0,0,CBlock,1,7,310.0,1.0,3,Unf,3,Attchd,1965.0,984,0,GasA,3,1Story,2491,1,3,Lvl,Gtl,9308,CulDSac,68.0,IR1,0,20,RL,0.0,None,None,0,7,Sawyer,0,5,5,532376080,Y,0,1,CompShg,Gable,WD ,126000,0,Pave,5,984.0,AllPub,0,1965,1965,2006,9
1476,864,0,0,None,3,1Fam,3,No,0.0,0.0,3,461.0,403.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,308.0,1.0,3,Unf,3,Detchd,1960.0,864,0,GasA,5,1Story,601,1,3,Lvl,Gtl,8125,Inside,65.0,Reg,0,20,RL,0.0,None,None,0,9,NAmes,0,7,5,534275100,Y,0,1,CompShg,Hip,WD ,118000,0,Pave,5,864.0,AllPub,0,1959,1959,2009,12
1477,1612,0,0,None,2,TwnhsE,3,Gd,1.0,0.0,5,815.0,797.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,4,1,PConc,2,7,556.0,2.0,3,Fin,3,Attchd,2006.0,1612,0,GasA,5,1Story,1640,1,5,HLS,Gtl,8035,Inside,61.0,IR1,0,120,RL,165.0,BrkFace,None,0,3,StoneBr,164,5,9,527252050,Y,0,1,CompShg,Gable,WD ,319900,0,Pave,6,1612.0,AllPub,0,2006,2006,2007,28
1478,1003,0,0,None,3,1Fam,3,Av,1.0,0.0,3,184.0,819.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,GdPrv,0,0,CBlock,1,7,588.0,2.0,3,Unf,3,Detchd,1984.0,1003,0,GasA,3,SLvl,2926,1,3,Lvl,Gtl,7937,CulDSac,37.0,IR1,0,80,RL,0.0,None,None,0,3,Mitchel,0,6,6,923275080,Y,0,1,CompShg,Gable,WD ,142500,0,Pave,6,1003.0,AllPub,120,1984,1984,2006,13
1479,1200,0,0,None,3,1Fam,3,No,0.0,0.0,3,810.0,390.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdWo,0,0,CBlock,1,7,246.0,1.0,3,Fin,3,Attchd,1950.0,1200,0,GasA,3,1Story,653,1,3,Lvl,Gtl,9600,Inside,60.0,Reg,0,20,RL,0.0,None,None,0,8,NAmes,0,6,5,535354070,Y,0,1,CompShg,Gable,WD ,129900,0,Pave,6,1200.0,AllPub,126,1950,1950,2009,12
1480,1368,0,0,None,2,TwnhsE,3,No,0.0,0.0,4,1368.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,474.0,2.0,3,RFn,3,Attchd,2005.0,1368,0,GasA,5,1Story,2406,1,4,Lvl,Gtl,6955,Inside,48.0,IR1,0,120,RL,94.0,Stone,None,0,9,NridgHt,35,5,7,528181030,Y,0,1,CompShg,Gable,New,202500,0,Pave,6,1368.0,AllPub,132,2005,2006,2006,27
1481,1640,0,0,None,3,1Fam,0,None,0.0,0.0,0,0.0,0.0,0.0,None,None,Y,2,2,FuseA,225,3,3,Wd Sdng,MetalSd,None,4,1,Slab,1,6,394.0,2.0,3,RFn,3,Attchd,1950.0,1640,0,GasA,3,1Story,2701,1,3,Lvl,Gtl,21370,FR2,100.0,Reg,0,20,RL,0.0,None,Shed,600,6,Sawyer,0,5,5,904100170,Y,0,1,CompShg,Gable,WD ,131000,0,Pave,7,0.0,AllPub,0,1950,1950,2006,9
1482,1838,0,0,None,2,Duplex,3,Gd,2.0,0.0,4,83.0,1593.0,162.0,GLQ,LwQ,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,None,0,0,PConc,2,7,721.0,3.0,3,Unf,3,Attchd,1998.0,1838,0,GasA,5,SFoyer,1472,2,3,Lvl,Gtl,10126,Corner,83.0,Reg,0,90,RM,0.0,None,None,0,7,CollgCr,67,5,6,907295100,Y,0,1,CompShg,Gable,WD ,185000,0,Pave,8,1838.0,AllPub,160,1997,1998,2008,19
1483,855,601,0,None,3,TwnhsE,3,No,0.0,0.0,4,576.0,279.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,4,Plywood,Brk Cmn,None,3,1,CBlock,2,7,440.0,2.0,3,Fin,3,Attchd,1978.0,1456,1,GasA,3,2Story,417,1,3,Lvl,Gtl,2364,Inside,24.0,Reg,0,160,RL,0.0,None,None,0,4,NPkVill,0,5,6,527455080,Y,0,1,CompShg,Gable,WD ,138000,0,Pave,6,855.0,AllPub,147,1978,1978,2009,10
1484,684,684,0,Grvl,3,1Fam,3,No,0.0,0.0,3,684.0,0.0,0.0,Unf,Unf,N,2,2,FuseA,0,3,3,VinylSd,VinylSd,None,0,0,CBlock,1,7,216.0,1.0,2,Unf,3,Detchd,1930.0,1368,0,GasA,5,2Story,2664,1,3,Lvl,Gtl,3600,Inside,60.0,Reg,0,70,RM,0.0,None,None,0,10,OldTown,158,7,6,902329070,N,0,1,CompShg,Gable,WD ,114504,0,Pave,7,684.0,AllPub,0,1910,1993,2006,4
1485,798,689,0,None,3,1Fam,2,No,0.0,0.0,3,641.0,94.0,0.0,LwQ,Unf,Y,2,2,FuseA,0,3,3,VinylSd,VinylSd,MnPrv,4,1,CBlock,1,7,220.0,1.0,3,Unf,3,Detchd,1949.0,1487,1,GasA,3,1.5Fin,283,1,3,Lvl,Gtl,8741,Inside,52.0,Reg,0,50,RL,0.0,None,None,0,4,Edwards,140,4,6,908225320,Y,0,1,CompShg,Gable,WD ,113000,0,Pave,7,735.0,AllPub,0,1945,1950,2010,6
1486,796,358,0,None,3,1Fam,3,No,1.0,0.0,3,61.0,735.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,4,3,VinylSd,VinylSd,MnPrv,0,0,BrkTil,1,7,240.0,1.0,3,Unf,3,Detchd,1922.0,1154,0,GasA,4,1.5Fin,302,1,4,Lvl,Gtl,5436,Inside,40.0,Reg,0,50,RM,0.0,None,None,0,5,IDOTRR,96,8,4,910202060,N,0,1,CompShg,Gable,WD ,125500,0,Pave,7,796.0,AllPub,0,1922,2007,2010,2
1487,1020,0,0,None,3,1Fam,3,Gd,0.0,1.0,3,190.0,68.0,722.0,LwQ,BLQ,Y,2,2,SBrkr,0,4,4,HdBoard,HdBoard,None,1,1,CBlock,2,7,528.0,2.0,3,Unf,3,Detchd,1970.0,1020,0,GasA,3,SLvl,2053,1,3,Lvl,Gtl,14149,Inside,65.0,IR1,0,80,RL,50.0,BrkFace,None,0,5,Sawyer,0,8,5,905102010,Y,0,1,CompShg,Hip,WD ,165000,0,Pave,5,980.0,AllPub,0,1964,2001,2007,9
1488,889,551,0,None,3,1Fam,3,No,0.0,0.0,3,540.0,0.0,0.0,Unf,Unf,N,2,2,FuseA,77,3,3,Wd Sdng,Wd Sdng,None,0,0,BrkTil,1,7,352.0,1.0,3,Unf,2,Attchd,1940.0,1440,0,GasA,4,1.5Fin,2662,1,3,Lvl,Gtl,5000,Corner,63.0,Reg,0,50,RM,0.0,None,None,0,4,OldTown,0,4,5,902325160,Y,0,1,CompShg,Gable,WD ,79000,0,Pave,6,540.0,AllPub,0,1900,1950,2006,4
1489,600,636,0,Pave,2,Twnhs,3,No,1.0,0.0,4,224.0,376.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,480.0,2.0,3,RFn,3,Detchd,2005.0,1236,1,GasA,5,2Story,99,1,4,Lvl,Gtl,2544,Inside,24.0,Reg,0,160,FV,216.0,BrkFace,None,0,5,Somerst,166,5,6,533212060,Y,0,1,CompShg,Gable,WD ,152000,0,Pave,4,600.0,AllPub,0,2005,2005,2010,22
1490,1004,660,0,None,3,1Fam,3,No,0.0,0.0,3,605.0,399.0,0.0,ALQ,Unf,Y,1,2,SBrkr,36,4,3,CemntBd,CmentBd,None,4,2,CBlock,2,7,420.0,2.0,3,Unf,3,Detchd,1950.0,1664,0,GasA,5,1.5Fin,2674,1,3,Lvl,Gtl,5000,Corner,50.0,Reg,0,50,RM,0.0,None,None,0,10,BrkSide,24,7,6,903225090,Y,0,1,CompShg,Gable,WD ,159000,0,Pave,7,1004.0,AllPub,0,1947,1950,2006,5
1491,1100,0,0,None,3,1Fam,3,No,1.0,0.0,3,375.0,419.0,306.0,ALQ,Rec,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdWo,1,1,PConc,1,7,312.0,1.0,3,RFn,3,Attchd,1960.0,1100,0,GasA,3,1Story,1218,1,3,Lvl,Gtl,12493,Inside,68.0,IR1,0,20,RL,0.0,None,None,0,4,NAmes,0,5,4,534428020,Y,0,1,CompShg,Gable,WD ,141000,0,Pave,6,1100.0,AllPub,355,1960,1960,2008,12
1492,1488,0,0,None,3,1Fam,3,No,1.0,0.0,3,0.0,260.0,748.0,ALQ,LwQ,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,4,1,CBlock,1,7,430.0,2.0,3,Fin,3,Attchd,1964.0,1488,1,GasA,5,1Story,2547,1,3,Lvl,Gtl,10368,CulDSac,68.0,IR1,0,20,RL,112.0,BrkFace,None,0,4,NAmes,60,6,6,534403400,Y,0,1,CompShg,Hip,WD ,167000,0,Pave,7,1008.0,AllPub,154,1964,1964,2006,12
1493,955,498,0,None,3,1Fam,3,No,0.0,0.0,3,316.0,360.0,159.0,Rec,LwQ,Y,1,2,FuseA,35,3,3,MetalSd,MetalSd,None,2,2,CBlock,1,5,240.0,1.0,3,Unf,3,Detchd,1942.0,1453,1,GasA,3,1.5Fin,197,1,4,Lvl,Gtl,6360,Corner,53.0,Reg,0,50,RM,300.0,Stone,None,0,3,BrkSide,0,6,5,903227150,Y,0,1,CompShg,Gable,WD ,132000,148,Pave,7,835.0,AllPub,0,1942,1950,2010,5
1494,1442,0,0,None,3,1Fam,3,Mn,1.0,0.0,4,172.0,738.0,0.0,GLQ,Unf,Y,1,2,SBrkr,0,3,4,HdBoard,HdBoard,None,3,1,PConc,2,7,719.0,2.0,3,Fin,3,Attchd,1990.0,1442,0,GasA,4,1Story,2091,1,4,Lvl,Gtl,10357,Corner,114.0,IR1,0,20,RL,0.0,None,None,0,5,SawyerW,244,5,7,906201022,Y,0,1,CompShg,Hip,WD ,179900,0,Pave,6,910.0,AllPub,0,1990,1991,2007,14
1495,900,0,0,None,3,1Fam,3,No,0.0,0.0,3,432.0,450.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,4,3,MetalSd,MetalSd,MnPrv,0,0,CBlock,1,7,280.0,1.0,3,Unf,3,Detchd,1970.0,900,0,GasA,3,1Story,87,1,3,Lvl,Gtl,9819,Inside,68.0,IR1,0,20,RL,31.0,BrkFace,None,0,2,Sawyer,0,5,5,532377060,Y,0,1,CompShg,Gable,WD ,122000,0,Pave,5,882.0,AllPub,0,1967,1967,2010,9
1496,1045,0,0,None,3,1Fam,3,No,1.0,0.0,3,219.0,826.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,2,1,CBlock,1,7,264.0,1.0,3,RFn,3,Attchd,1963.0,1045,0,GasA,3,1Story,690,1,3,Lvl,Gtl,7936,Inside,80.0,Reg,0,20,RL,0.0,None,None,0,4,NAmes,0,6,6,535476240,Y,0,1,CompShg,Hip,WD ,127000,0,Pave,6,1045.0,AllPub,0,1963,1963,2009,12
1497,1419,0,0,None,2,TwnhsE,3,No,1.0,0.0,4,536.0,951.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,0,0,PConc,2,7,543.0,2.0,3,Fin,3,Attchd,2002.0,1419,0,GasA,5,1Story,2364,1,4,Lvl,Gtl,8773,FR2,26.0,IR2,0,120,RH,0.0,None,None,0,9,NAmes,68,5,6,527427210,Y,0,1,CompShg,Gable,WD ,190000,0,Pave,4,1487.0,AllPub,196,2002,2002,2006,12
1498,1452,0,0,None,2,1Fam,3,Av,1.0,0.0,4,635.0,785.0,0.0,BLQ,Unf,Y,2,2,SBrkr,88,3,3,HdBoard,HdBoard,None,3,1,CBlock,1,5,572.0,2.0,3,Unf,3,Detchd,1964.0,1452,0,GasA,4,SFoyer,2050,1,3,Lvl,Gtl,11235,Inside,75.0,Reg,0,85,RL,30.0,BrkFace,None,0,11,Sawyer,0,5,5,905100080,Y,0,1,CompShg,Gable,WD ,158450,0,Pave,6,1420.0,AllPub,92,1964,1980,2007,9
1499,1464,0,0,None,3,1Fam,3,Av,0.0,1.0,4,76.0,444.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,CBlock,2,5,480.0,2.0,3,RFn,3,Attchd,1997.0,1464,0,GasA,5,SLvl,769,1,3,Lvl,Gtl,12886,Inside,70.0,IR1,0,80,RL,0.0,None,None,0,10,Sawyer,0,6,5,905101260,Y,0,1,CompShg,Gable,WD ,175000,100,Pave,6,520.0,AllPub,302,1963,1999,2009,9
1500,1746,0,0,None,3,1Fam,3,Gd,1.0,0.0,5,426.0,1320.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,2,PConc,2,7,758.0,3.0,3,Fin,3,Attchd,2006.0,1746,0,GasA,5,1Story,348,1,5,HLS,Gtl,14892,CulDSac,42.0,IR1,0,20,RL,160.0,Stone,None,0,10,Gilbert,39,5,9,527108070,Y,0,1,CompShg,Gable,WD ,377500,0,Pave,7,1746.0,AllPub,201,2006,2007,2009,16
1501,928,608,0,None,4,1Fam,3,No,0.0,0.0,3,480.0,448.0,0.0,LwQ,Unf,Y,2,2,FuseF,0,3,3,MetalSd,MetalSd,MnPrv,4,1,BrkTil,2,7,480.0,2.0,3,Unf,3,Detchd,1930.0,1536,0,GasA,3,1.5Fin,200,1,3,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,None,0,3,BrkSide,10,5,5,903233120,Y,0,1,CompShg,Gable,WD ,138400,0,Pave,7,928.0,AllPub,0,1930,1950,2010,5
1502,1734,0,0,None,3,1Fam,3,Av,1.0,0.0,4,434.0,1300.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,660.0,2.0,3,Fin,3,Attchd,2005.0,1734,0,GasA,5,1Story,2759,1,4,Lvl,Gtl,11645,Inside,78.0,Reg,0,20,RL,0.0,None,None,0,1,CollgCr,24,5,7,906392100,Y,0,1,CompShg,Gable,WD ,260000,0,Pave,7,1734.0,AllPub,160,2005,2005,2006,19
1503,1976,0,0,None,2,1Fam,3,Gd,1.0,0.0,5,626.0,1350.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,5,1,PConc,2,7,908.0,3.0,3,RFn,3,Attchd,2006.0,1976,0,GasA,5,1Story,1700,1,4,Lvl,Gtl,14977,Inside,110.0,IR1,0,20,RL,304.0,BrkFace,None,0,7,NridgHt,63,5,8,528114050,Y,0,1,CompShg,Gable,New,440000,0,Pave,7,1976.0,AllPub,250,2006,2007,2007,27
1504,1212,0,0,None,3,1Fam,3,No,0.0,0.0,4,1212.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,573.0,2.0,3,RFn,3,Attchd,2001.0,1212,0,GasA,5,1Story,876,1,4,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,6,CollgCr,0,5,7,907290070,Y,0,1,CompShg,Gable,WD ,178000,0,Pave,6,1212.0,AllPub,356,2001,2001,2009,19
1505,1052,0,0,None,3,1Fam,3,Av,1.0,0.0,3,36.0,1016.0,0.0,BLQ,Unf,Y,1,2,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,0,0,CBlock,1,7,288.0,1.0,3,RFn,3,Attchd,1968.0,1052,1,GasA,4,1Story,2536,1,3,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,RL,168.0,BrkFace,None,0,11,NAmes,0,5,5,534201280,Y,0,1,CompShg,Hip,WD ,138500,0,Pave,5,1052.0,AllPub,356,1968,1968,2006,12
1506,1057,0,0,None,3,1Fam,3,No,0.0,0.0,3,640.0,417.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,576.0,2.0,3,Fin,3,Detchd,1977.0,1057,0,GasA,3,1Story,1821,1,3,Lvl,Gtl,7420,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,4,Sawyer,0,5,5,532354060,Y,0,1,CompShg,Hip,WD ,132000,0,Pave,6,1057.0,AllPub,0,1962,1962,2007,9
1507,1068,541,0,None,5,1Fam,3,No,0.0,0.0,3,532.0,468.0,0.0,LwQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,1,7,305.0,1.0,3,Unf,2,Attchd,1953.0,1609,1,GasA,3,1.5Fin,2743,1,3,Lvl,Gtl,9525,Inside,75.0,Reg,0,50,RL,0.0,None,None,0,7,Edwards,0,5,6,905452150,Y,0,1,CompShg,Gable,WD ,149900,0,Pave,7,1000.0,AllPub,0,1953,1953,2006,6
1508,1195,473,0,None,3,1Fam,2,No,0.0,0.0,3,672.0,0.0,0.0,Unf,Unf,Y,1,1,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,1,7,252.0,1.0,3,Unf,3,Attchd,1945.0,1668,1,GasA,4,1.5Fin,1329,1,4,Bnk,Gtl,7425,Corner,68.0,IR1,0,50,RM,0.0,None,None,0,8,BrkSide,0,7,7,903204010,Y,0,1,CompShg,Gable,WD ,108000,0,Pave,8,672.0,AllPub,210,1945,1950,2008,5
1509,924,0,0,None,3,1Fam,3,No,0.0,0.0,4,924.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,0,0,CBlock,1,7,280.0,1.0,3,Unf,3,Detchd,1981.0,924,0,GasA,3,1Story,1451,1,3,Lvl,Gtl,7990,Inside,88.0,IR1,0,20,RL,0.0,None,None,0,4,CollgCr,0,6,5,907203090,Y,0,1,CompShg,Hip,WD ,110000,0,Pave,5,924.0,AllPub,0,1975,1975,2008,19
1510,561,668,0,None,2,TwnhsE,3,No,0.0,0.0,4,276.0,285.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,GdPrv,3,1,CBlock,1,7,462.0,2.0,3,Fin,3,Attchd,1980.0,1229,1,GasA,3,2Story,936,1,3,Lvl,Gtl,1300,Inside,24.0,Reg,0,160,RM,0.0,None,None,0,5,Blueste,0,6,6,909451180,Y,0,1,CompShg,Gable,WD ,124000,0,Pave,5,561.0,AllPub,150,1980,1980,2009,11
1511,882,0,0,None,1,1Fam,3,No,0.0,0.0,3,882.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,0,0,CBlock,1,7,0.0,0.0,0,None,0,None,0.0,882,0,GasA,5,1.5Unf,1948,1,3,Lvl,Gtl,5500,Inside,55.0,Reg,0,45,RL,0.0,None,None,0,4,OldTown,0,6,4,535376010,Y,0,1,CompShg,Gable,WD ,103200,0,Pave,4,882.0,AllPub,0,1956,1956,2007,4
1512,1352,0,0,Pave,2,TwnhsE,4,No,1.0,0.0,5,415.0,937.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,466.0,2.0,3,RFn,3,Attchd,2006.0,1352,0,GasA,5,1Story,1839,1,4,Lvl,Gtl,3606,Inside,40.0,Reg,0,120,FV,0.0,None,None,0,8,Somerst,241,5,7,533208020,Y,0,1,CompShg,Gable,New,194000,0,Pave,5,1352.0,AllPub,0,2006,2007,2007,22
